наименование;описание;цена;орг %;ccылка на товар на сайте поставщика;ссылки на Фото;Размер
Джемпер для мальчика BONITO;"Состав: хлопок 100%; Цвет: полоска, ультрамарин; Ткань: селаник.";336,00;13;http://vasilek-omsk.ru/Detskaya-od-malchiki/BON1192;http://vasilek-omsk.ru/image/cache/data/BONITO/bon17/BON1192-330x330.jpg;"98;104;110;116;122"
Брюки для девочки;"Состав: хлопок 100%; Цвет: красный; Ткань: интерлок. Аппликация выполнена из термо-страз.  Точные замеры данной модели:  размер M (рост 74): длина- 43см, ширина по бёдрам- 29см, шаг- 26см;  размер L  (рост 80): длина- 49см, ширина по бёдрам- 30см, шаг- 32см;  размер XL (рост 98): длина- 54см, ширина по бёдрам- 33см, шаг- 36см;  размер 2XL (рост 104): длина- 65см, ширина по бёдрам- 34см, шаг- 43см;  размер 3XL (рост 110): длина- 68см, ширина по бёдрам- 35см, шаг- 45см.";105,00;13;http://vasilek-omsk.ru/devochki-odezhda/UZ0841;http://vasilek-omsk.ru/image/cache/data/UZ/UZ0841-330x330.jpg;"M (рост 74);L (рост 80);XL (рост 98);2XL (рост 104);3XL (рост 110)"
Брюки для девочки;"Состав: хлопок 100%; Цвет: сиреневый; Ткань: интерлок. Аппликация выполнена из термо-страз.  Точные замеры данной модели:  размер M (рост 74): длина- 43см, ширина по бёдрам- 29см, шаг- 26см;  размер L  (рост 80): длина- 49см, ширина по бёдрам- 30см, шаг- 32см;  размер XL (рост 98): длина- 54см, ширина по бёдрам- 33см, шаг- 36см;  размер 2XL (рост 104): длина- 65см, ширина по бёдрам- 34см, шаг- 43см;  размер 3XL (рост 110): длина- 68см, ширина по бёдрам- 35см, шаг- 45см.";105,00;13;http://vasilek-omsk.ru/devochki-odezhda/UZ0840;http://vasilek-omsk.ru/image/cache/data/UZ/UZ0840-330x330.jpg;"M (рост 74);L (рост 80);XL (рост 98);2XL (рост 104);3XL (рост 110)"
Брюки для девочки;"Состав: хлопок 100%; Цвет: розовый; Ткань: интерлок. Аппликация выполнена из термо-страз.  Точные замеры данной модели:  размер M (рост 74): длина- 43см, ширина по бёдрам- 29см, шаг- 26см;  размер L  (рост 80): длина- 49см, ширина по бёдрам- 30см, шаг- 32см;  размер XL (рост 98): длина- 54см, ширина по бёдрам- 33см, шаг- 36см;  размер 2XL (рост 104): длина- 65см, ширина по бёдрам- 34см, шаг- 43см;  размер 3XL (рост 110): длина- 68см, ширина по бёдрам- 35см, шаг- 45см.";105,00;13;http://vasilek-omsk.ru/devochki-odezhda/UZ0839;http://vasilek-omsk.ru/image/cache/data/UZ/UZ0839-330x330.jpg;"M (рост 74);L (рост 80);XL (рост 98);2XL (рост 104);3XL (рост 110)"
Брюки для девочки;"Состав: хлопок 100%; Цвет: зелёный; Ткань: интерлок. Аппликация выполнена из термо-страз.  Точные замеры данной модели:  размер M (рост 74): длина- 43см, ширина по бёдрам- 29см, шаг- 26см;  размер L  (рост 80): длина- 49см, ширина по бёдрам- 30см, шаг- 32см;  размер XL  (рост 98): длина- 54см, ширина по бёдрам- 33см, шаг- 36см;  размер 2XL (рост 104): длина- 65см, ширина по бёдрам- 34см, шаг- 43см;  размер 3XL (рост 110): длина- 68см, ширина по бёдрам- 35см, шаг- 45см.";105,00;13;http://vasilek-omsk.ru/devochki-odezhda/UZ0838;http://vasilek-omsk.ru/image/cache/data/UZ/UZ0838-330x330.jpg;"M (рост 74);L (рост 80);XL (рост 98);2XL (рост 104);3XL (рост 110)"
Брюки для девочки;"Состав: хлопок 100%; Цвет: малиновый; Ткань: интерлок. Аппликация выполнена из термо-страз.  Точные замеры данной модели:  размер M (рост 74): длина- 43см, ширина по бёдрам- 29см, шаг- 26см;  размер L  (рост 80): длина- 49см, ширина по бёдрам- 30см, шаг- 32см;  размер XL  (рост 98): длина- 54см, ширина по бёдрам- 33см, шаг- 36см;  размер 2XL (рост 104): длина- 65см, ширина по бёдрам- 34см, шаг- 43см;  размер 3XL (рост 110): длина- 68см, ширина по бёдрам- 35см, шаг- 45см.";105,00;13;http://vasilek-omsk.ru/devochki-odezhda/UZ0837;http://vasilek-omsk.ru/image/cache/data/UZ/UZ0837-330x330.jpg;"M (рост 74);L (рост 80);XL (рост 98);2XL (рост 104);3XL (рост 110)"
Брюки для девочки;"Состав: хлопок 100%; Цвет: серый; Ткань: интерлок. Аппликация выполнена из термо-страз.  Точные замеры данной модели:  размер M (рост 74): длина- 43см, ширина по бёдрам- 29см, шаг- 26см;  размер L  (рост 80): длина- 49см, ширина по бёдрам- 30см, шаг- 32см;  размер  XL (рост 98): длина- 54см, ширина по бёдрам- 33см, шаг- 36см;  размер 2XL (рост 104): длина- 65см, ширина по бёдрам- 34см, шаг- 43см;  размер 3XL (рост 110): длина- 68см, ширина по бёдрам- 35см, шаг- 45см.";105,00;13;http://vasilek-omsk.ru/devochki-odezhda/UZ0836;http://vasilek-omsk.ru/image/cache/data/UZ/UZ0836-330x330.jpg;"M (рост 74);L (рост 80);XL (рост 98);2XL (рост 104);3XL (рост 110)"
Брюки для мальчика;"Состав: хлопок 100%; Цвет: серый, 23 Sport; Ткань: интерлок.  Точные замеры данной модели:  размер M (рост 74): длина- 43см, ширина по бёдрам- 29см, шаг- 26см;  размер L  (рост 80): длина- 49см, ширина по бёдрам- 30см, шаг- 32см;  размер XL (рост 98): длина- 56см, ширина по бёдрам- 33см, шаг- 36см;  размер 2XL (рост 104): длина- 63см, ширина по бёдрам- 34см, шаг- 45см;  размер 3XL (рост 116): длина- 71см, ширина по бёдрам- 35см, шаг- 49см.";105,00;13;http://vasilek-omsk.ru/Detskaya-od-malchiki/UZ0835;http://vasilek-omsk.ru/image/cache/data/UZ/UZ0835-330x330.jpg;"M (рост 74);L (рост 80);XL (рост 98);2XL (рост 104);3XL (рост 116)"
Брюки для мальчика;"Состав: хлопок 100%; Цвет: т.синий, 23 Sport; Ткань: интерлок.  Точные замеры данной модели:  размер M (рост 74): длина- 43см, ширина по бёдрам- 29см, шаг- 26см;  размер L  (рост 80): длина- 49см, ширина по бёдрам- 30см, шаг- 32см;  размер XL (рост 98): длина- 56см, ширина по бёдрам- 33см, шаг- 36см;  размер 2XL (рост 104): длина- 63см, ширина по бёдрам- 34см, шаг- 45см;  размер 3XL (рост 116): длина- 71см, ширина по бёдрам- 35см, шаг- 49см.";105,00;13;http://vasilek-omsk.ru/Detskaya-od-malchiki/UZ0834;http://vasilek-omsk.ru/image/cache/data/UZ/UZ0834-330x330.jpg;"M (рост 74);L (рост 80);XL (рост 98);2XL (рост 104);3XL (рост 116)"
Брюки для мальчика;"Состав: хлопок 100%; Цвет: синий, 23 Sport; Ткань: интерлок.  Точные замеры данной модели:  размер M (рост 74): длина- 43см, ширина по бёдрам- 29см, шаг- 26см;  размер L  (рост 80): длина- 49см, ширина по бёдрам- 30см, шаг- 32см;  размер XL (рост 98): длина- 56см, ширина по бёдрам- 33см, шаг- 36см;  размер 2XL (рост 104): длина- 63см, ширина по бёдрам- 34см, шаг- 45см;  размер 3XL (рост 116): длина- 71см, ширина по бёдрам- 35см, шаг- 49см.";105,00;13;http://vasilek-omsk.ru/Detskaya-od-malchiki/UZ0833;http://vasilek-omsk.ru/image/cache/data/UZ/UZ0833-330x330.jpg;"M (рост 74);L (рост 80);XL (рост 98);2XL (рост 104);3XL (рост 116)"
Брюки для мальчика;"Состав: хлопок 100%; Цвет: черный, 23 Sport; Ткань: интерлок.  Точные замеры данной модели:  размер M (рост 74): длина- 43см, ширина по бёдрам- 29см, шаг- 26см;  размер L  (рост 80): длина- 49см, ширина по бёдрам- 30см, шаг- 32см;  размер XL (рост 98): длина- 56см, ширина по бёдрам- 33см, шаг- 36см;  размер 2XL (рост 104): длина- 63см, ширина по бёдрам- 34см, шаг- 45см;  размер 3XL (рост 116): длина- 71см, ширина по бёдрам- 35см, шаг- 49см.";105,00;13;http://vasilek-omsk.ru/Detskaya-od-malchiki/UZ0832;http://vasilek-omsk.ru/image/cache/data/UZ/UZ0832-330x330.jpg;"M (рост 74);L (рост 80);XL (рост 98);2XL (рост 104);3XL (рост 116)"
Джемпер для девочки BONITO;"Состав: хлопок 92 %, лайкра 8%; Цвет: белый; Ткань: супрем.";392,00;13;http://vasilek-omsk.ru/devochki-odezhda/BON1191;http://vasilek-omsk.ru/image/cache/data/BONITO/bon17/BON1191-330x330.jpg;"116;122;128;134;140"
Джемпер для девочки BONITO;"Состав: хлопок 92 %, лайкра 8%; Цвет: т.синий; Ткань: супрем.";392,00;13;http://vasilek-omsk.ru/devochki-odezhda/BON1190;http://vasilek-omsk.ru/image/cache/data/BONITO/bon17/BON1190-330x330.jpg;"116;122;128;134;140"
Блуза для девочки BONITO;"Состав: хлопок 100 %; Цвет: голубой; Ткань: поплин.";420,00;13;http://vasilek-omsk.ru/devochki-odezhda/BON1189;http://vasilek-omsk.ru/image/cache/data/BONITO/bon17/BON1189-330x330.jpg;"122;128;134;140;146"
Блуза для девочки BONITO;"Состав: хлопок 100 %; Цвет: белый; Ткань: поплин.";420,00;13;http://vasilek-omsk.ru/devochki-odezhda/BON1188;http://vasilek-omsk.ru/image/cache/data/BONITO/bon17/BON1188-330x330.jpg;"122;128;134;140;146"
Блуза для девочки BONITO;"Состав: хлопок 100 %; Цвет: розовый; Ткань: поплин.";420,00;13;http://vasilek-omsk.ru/devochki-odezhda/BON1187;http://vasilek-omsk.ru/image/cache/data/BONITO/bon17/BON1187-330x330.jpg;"122;128;134;140;146"
Платье 2-6 BONITO;"Состав: хлопок 100%; Цвет: изумрудный; Ткань: кулирка. Аппликация выполнена из пайеток.";295,00;13;http://vasilek-omsk.ru/devochki-odezhda/BON1186;http://vasilek-omsk.ru/image/cache/data/BONITO/bon17/BON1186-330x330.jpg;"92;98;104;110;116"
Платье 2-6 BONITO;"Состав: хлопок 100%; Цвет: васильковый; Ткань: кулирка. Аппликация выполнена из пайеток.";295,00;13;http://vasilek-omsk.ru/devochki-odezhda/BON1185;http://vasilek-omsk.ru/image/cache/data/BONITO/bon17/BON1185-330x330.jpg;"92;98;104;110;116"
Платье 2-6 BONITO;"Состав: хлопок 100%; Цвет: т.синий; Ткань: кулирка. Аппликация выполнена из пайеток.";295,00;13;http://vasilek-omsk.ru/devochki-odezhda/BON1184;http://vasilek-omsk.ru/image/cache/data/BONITO/bon17/BON1184-330x330.jpg;"92;98;104;110;116"
Платье 2-6 BONITO;"Состав: хлопок 100%; Цвет: красный; Ткань: кулирка. Аппликация выполнена из пайеток.";295,00;13;http://vasilek-omsk.ru/devochki-odezhda/BON1183;http://vasilek-omsk.ru/image/cache/data/BONITO/bon17/BON1183-330x330.jpg;"92;98;104;110;116"
Колготки для мальчика Ланю-9913;"Состав: хлопок 95%, эластан 5%.; Цвет: микс, мальчик; Cостав: хлопок 95%, эластан 5%. Маломерят на 2 размера.";60,00;13;http://vasilek-omsk.ru/Detskaya-od-malchiki/K0039;http://vasilek-omsk.ru/image/cache/data/Kolgotki/K0019-330x330.jpg;"92-98;98-104;104-116;116-128;140-152"
Колготки для девочки АЛИЯ D-13;"Состав: бамбук 100%; Цвет: микс, девочка; Cостав: бамбук 100%. Маломерят.";60,00;13;http://vasilek-omsk.ru/devochki-odezhda/K0009;http://vasilek-omsk.ru/image/cache/data/Kolgotki/K0009-330x330.jpg;"92-104;104-116;116-128;128-140;140-152;152-164"
Гольфы детские ажурные;"Состав: бамбук 95%, спандекс 5%; Состав: бамбук 95%, спандекс 5%.";40,00;13;http://vasilek-omsk.ru/Noski/N0023;http://vasilek-omsk.ru/image/cache/data/NOSKY/N0023-330x330.jpg;"S;M;L"
Колготки для девочки HONGAN 886;"Состав: бамбук 100%; Цвет: микс, девочка; Cостав: бамбук 100%. Маломерят.";80,00;13;http://vasilek-omsk.ru/devochki-odezhda/K0021;http://vasilek-omsk.ru/image/cache/data/Kolgotki/K0021-330x330.jpg;"92-104;104-116;116-128;128-140"
Платье 3-7 BONITO;"Состав: хлопок 100%; Цвет: розовый; Ткань: кулирка.";270,00;13;http://vasilek-omsk.ru/devochki-odezhda/BON1182;http://vasilek-omsk.ru/image/cache/data/BONITO/bon17/BON1182-330x330.jpg;"3;4;5;6;7"
Платье 3-7 BONITO;"Состав: хлопок 100%; Цвет: жёлтый; Ткань: кулирка.";270,00;13;http://vasilek-omsk.ru/devochki-odezhda/BON1181;http://vasilek-omsk.ru/image/cache/data/BONITO/bon17/BON1181-330x330.jpg;"3;4;5;6;7"
Платье 3-7 BONITO;"Состав: хлопок 100%; Цвет: персиковый; Ткань: кулирка.";270,00;13;http://vasilek-omsk.ru/devochki-odezhda/BON1180;http://vasilek-omsk.ru/image/cache/data/BONITO/bon17/BON1180-330x330.jpg;"3;4;5;6;7"
Платье 3-7 BONITO;"Состав: хлопок 100%; Цвет: малиновый; Ткань: кулирка.";270,00;13;http://vasilek-omsk.ru/devochki-odezhda/BON1179;http://vasilek-omsk.ru/image/cache/data/BONITO/bon17/BON1179-330x330.jpg;"3;4;5;6;7"
Платье 3-7 BONITO;"Состав: хлопок 100%; Цвет: ментоловый; Ткань: кулирка.";270,00;13;http://vasilek-omsk.ru/devochki-odezhda/BON1177;http://vasilek-omsk.ru/image/cache/data/BONITO/bon17/BON1177-330x330.jpg;"3;4;5;6;7"
Платье 3-7 BONITO;"Состав: хлопок 100%; Цвет: изумрудный; Ткань: кулирка.";270,00;13;http://vasilek-omsk.ru/devochki-odezhda/BON1176;http://vasilek-omsk.ru/image/cache/data/BONITO/bon17/BON1176-330x330.jpg;"3;4;6;7"
Платье 3-7 BONITO;"Состав: хлопок 100%; Цвет: св.сиреневый; Ткань: кулирка.";270,00;13;http://vasilek-omsk.ru/devochki-odezhda/BON1175;http://vasilek-omsk.ru/image/cache/data/BONITO/bon17/BON1175-330x330.jpg;"3;4;5;6;7"
Платье 3-7 BONITO;"Состав: хлопок 100%; Цвет: сиреневый; Ткань: кулирка.";270,00;13;http://vasilek-omsk.ru/devochki-odezhda/BON1174;http://vasilek-omsk.ru/image/cache/data/BONITO/bon17/BON1174-330x330.jpg;"3;4;5;6;7"
Водолазка кашемировая 5-8;"Состав: хлопок 100%; Цвет: зелён/белый/серый/жёлтый; Ткань: кашкорсе кашемир. Маломерят.  Точные замеры данной модели:  размер 5: длина по спинке- 33см, ширина- 24см, рукав- 33см;  размер 6: длина по спинке- 36см, ширина- 26см, рукав- 35см;  размер 7: длина по спинке- 38см, ширина- 27см, рукав- 37см;  размер 8: длина по спинке- 39см, ширина- 28см, рукав- 38см.";108,00;13;http://vasilek-omsk.ru/devochki-odezhda/UZ0830;http://vasilek-omsk.ru/image/cache/data/UZ/UZ0830-330x330.jpg;"5;6;7;8"
Водолазка кашемировая 5-8;"Состав: хлопок 100%; Цвет: чёрный/белый; Ткань: кашкорсе кашемир. Маломерят.  Точные замеры данной модели:  размер 5: длина по спинке- 33см, ширина- 24см, рукав- 33см;  размер 6: длина по спинке- 36см, ширина- 26см, рукав- 35см;  размер 7: длина по спинке- 38см, ширина- 27см, рукав- 37см;  размер 8: длина по спинке- 39см, ширина- 28см, рукав- 38см.";108,00;13;http://vasilek-omsk.ru/Detskaya-od-malchiki/UZ0829;http://vasilek-omsk.ru/image/cache/data/UZ/UZ0829-330x330.jpg;"5;6;7;8"
Водолазка кашемировая 5-8;"Состав: хлопок 100%; Цвет: бордо/серый/белый; Ткань: кашкорсе кашемир. Маломерят.  Точные замеры данной модели:  размер 5: длина по спинке- 33см, ширина- 24см, рукав- 33см;  размер 6: длина по спинке- 36см, ширина- 26см, рукав- 35см;  размер 7: длина по спинке- 38см, ширина- 27см, рукав- 37см;  размер 8: длина по спинке- 39см, ширина- 28см, рукав- 38см.";108,00;13;http://vasilek-omsk.ru/devochki-odezhda/UZ0828;http://vasilek-omsk.ru/image/cache/data/UZ/UZ0828-330x330.jpg;"5;6;7;8"
Водолазка кашемировая 5-8;"Состав: хлопок 100%; Цвет: зелёный/чёрный/серый/белый; Ткань: кашкорсе кашемир. Маломерят.  Точные замеры данной модели:  размер 5: длина по спинке- 33см, ширина- 24см, рукав- 33см;  размер 6: длина по спинке- 36см, ширина- 26см, рукав- 35см;  размер 7: длина по спинке- 38см, ширина- 27см, рукав- 37см;  размер 8: длина по спинке- 39см, ширина- 28см, рукав- 38см.";108,00;13;http://vasilek-omsk.ru/Detskaya-od-malchiki/UZ0827;http://vasilek-omsk.ru/image/cache/data/UZ/UZ0827-330x330.jpg;"5;6;7;8"
Водолазка кашемировая 5-8;"Состав: хлопок 100%; Цвет: коралл/белый/серый/бирюза; Ткань: кашкорсе кашемир. Маломерят.  Точные замеры данной модели:  размер 5: длина по спинке- 33см, ширина- 24см, рукав- 33см;  размер 6: длина по спинке- 36см, ширина- 26см, рукав- 35см;  размер 7: длина по спинке- 38см, ширина- 27см, рукав- 37см;  размер 8: длина по спинке- 39см, ширина- 28см, рукав- 38см.";108,00;13;http://vasilek-omsk.ru/devochki-odezhda/UZ0826;http://vasilek-omsk.ru/image/cache/data/UZ/UZ0826-330x330.jpg;"5;6;7;8"
Водолазка кашемировая 5-8;"Состав: хлопок 100%; Цвет: серый/белый/чёрный/голуб; Ткань: кашкорсе кашемир. Маломерят.  Точные замеры данной модели:  размер 5: длина по спинке- 33см, ширина- 24см, рукав- 33см;  размер 6: длина по спинке- 36см, ширина- 26см, рукав- 35см;  размер 7: длина по спинке- 38см, ширина- 27см, рукав- 37см;  размер 8: длина по спинке- 39см, ширина- 28см, рукав- 38см.";108,00;13;http://vasilek-omsk.ru/Detskaya-od-malchiki/UZ0825;http://vasilek-omsk.ru/image/cache/data/UZ/UZ0825-330x330.jpg;"5;6;7;8"
Водолазка кашемировая 5-8;"Состав: хлопок 100%; Цвет: малин/розов/белый/голубой; Ткань: кашкорсе кашемир. Маломерят.  Точные замеры данной модели:  размер 5: длина по спинке- 33см, ширина- 24см, рукав- 33см;  размер 6: длина по спинке- 36см, ширина- 26см, рукав- 35см;  размер 7: длина по спинке- 38см, ширина- 27см, рукав- 37см;  размер 8: длина по спинке- 39см, ширина- 28см, рукав- 38см.";108,00;13;http://vasilek-omsk.ru/devochki-odezhda/UZ0824;http://vasilek-omsk.ru/image/cache/data/UZ/UZ0824-330x330.jpg;"5;6;7;8"
